spec.name,spec.name.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,genus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,nameAccordingToID,created,modified,references,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Juniperus excelsa,Juniperus excelsa,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,37,5,wfo-0000735572,,Juniperus polycarpos var. seravschanica,VARIETY,wfo-0000355751,(Kom.) Kitam.,Cupressaceae,Juniperus,polycarpos,seravschanica,var.,,Pl. W. Pakist. Add. Afg.: 68 1966,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2871180,,TRUE,Synonym,wfo-0000355531,Juniperus excelsa
Juniperus oxycedrus,Juniperus oxycedrus,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,38,1,wfo-0000355658,262299-1,Juniperus oxycedrus,SPECIES,wfo-4000019723,L.,Cupressaceae,Juniperus,oxycedrus,,,,Sp. Pl. 1038 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2332702,,FALSE,,,
Juniperus phoenicia,Juniperus phoenicia,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,39,1,wfo-0000355516,262220-1,Juniperus foetidissima,SPECIES,wfo-4000019723,Willd.,Cupressaceae,Juniperus,foetidissima,,,,Sp. Pl. 4: 853 1806,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2332560,,TRUE,Synonym,wfo-0000355662,Juniperus phoenicea
Juniperus phoenicia,Juniperus phoenicia,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,39,2,wfo-0000355663,262307-1,Juniperus phoenicea,SPECIES,wfo-4000019723,L.,Cupressaceae,Juniperus,phoenicea,,,,Sp. Pl. 1040 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2332707,,FALSE,,,
Juniperus sabina,Juniperus sabina,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,40,1,wfo-0000355734,262316-1,Juniperus pseudosabina,SPECIES,wfo-4000019723,Fisch. & C.A.Mey.,Cupressaceae,Juniperus,pseudosabina,,,,Index Seminum (LE) 8: 65 1842,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2332778,,TRUE,Synonym,wfo-0000354965,Juniperus sabina
Juniperus sabina,Juniperus sabina,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,40,2,wfo-0000355502,,Juniperus excelsa,SPECIES,wfo-4000019723,M.Bieb.,Cupressaceae,Juniperus,excelsa,,,,Beschr. Länd. Terek. Casp. 204 1800,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2332546,,TRUE,Synonym,wfo-0000354966,Juniperus sabina
Juniperus sabina,Juniperus sabina,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,40,3,wfo-0000354994,30166980-2,Juniperus sabina,SPECIES,wfo-4000019723,L.,Cupressaceae,Juniperus,sabina,,,,Sp. Pl. 1039 1753,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2331683,,FALSE,,,
Junuperus semiqlobosa,Junuperus semiqlobosa,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,41,1,wfo-0000354992,262351-1,Juniperus semiglobosa,SPECIES,wfo-4000019723,Regel,Cupressaceae,Juniperus,semiglobosa,,,,Trudy Imp. S.-Peterburgsk. Bot. Sada 6: 487 1879,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2331681,,FALSE,,,
Junuperus seravchanica,Junuperus seravchanica,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,42,1,wfo-0000735572,,Juniperus polycarpos var. seravschanica,VARIETY,wfo-0000355751,(Kom.) Kitam.,Cupressaceae,Juniperus,polycarpos,seravschanica,var.,,Pl. W. Pakist. Add. Afg.: 68 1966,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2871180,,TRUE,Synonym,wfo-0000354996,Juniperus seravschanica
Junuperus turkestanica,Junuperus turkestanica,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,43,1,wfo-0000355734,262316-1,Juniperus pseudosabina,SPECIES,wfo-4000019723,Fisch. & C.A.Mey.,Cupressaceae,Juniperus,pseudosabina,,,,Index Seminum (LE) 8: 65 1842,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2332778,,TRUE,Synonym,wfo-0000353651,Juniperus turkestanica
Justicia diffusa,Justicia diffusa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,44,1,wfo-0000354592,50628-1,Justicia diffusa,SPECIES,wfo-4000019746,Willd.,Acanthaceae,Justicia,diffusa,,,,Sp. Pl. 1: 87 1797,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2330973,,FALSE,,,
Karwinskia calderohii,Karwinskia calderohii,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,45,1,wfo-0000356084,133301-2,Karwinskia calderonii,SPECIES,wfo-4000019861,Standl.,Rhamnaceae,Karwinskia,calderonii,,,,J. Wash. Acad. Sci. 13: 352 1923,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2333497,,FALSE,,,
Karwinskia calderoni,Karwinskia calderoni,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,46,1,wfo-0000356084,133301-2,Karwinskia calderonii,SPECIES,wfo-4000019861,Standl.,Rhamnaceae,Karwinskia,calderonii,,,,J. Wash. Acad. Sci. 13: 352 1923,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2333497,,FALSE,,,
Karwinskia calderonii,Karwinskia calderonii,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,47,1,wfo-0000356084,133301-2,Karwinskia calderonii,SPECIES,wfo-4000019861,Standl.,Rhamnaceae,Karwinskia,calderonii,,,,J. Wash. Acad. Sci. 13: 352 1923,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2333497,,FALSE,,,
Keayodendron bridelioides,Keayodendron bridelioides,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,48,1,wfo-0000220700,350648-1,Keayodendron bridelioides,SPECIES,wfo-4000019882,Leandri,Phyllanthaceae,Keayodendron,bridelioides,,,,Bull. Soc. Bot. France 105: 517 1959,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-105663,,FALSE,,,
Khaya anthotheca,Khaya anthotheca,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,49,1,wfo-0000357006,578847-1,Khaya anthotheca,SPECIES,wfo-4000019975,(Welw.) C.DC.,Meliaceae,Khaya,anthotheca,,,,Monogr. Phan. 1: 721 1878,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2335002,,FALSE,,,
Khaya grandifoliola,Khaya grandifoliola,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,FALSE,FALSE,NA,50,1,wfo-0000357001,578853-1,Khaya grandifoliola,SPECIES,wfo-4000019975,C.DC.,Meliaceae,Khaya,grandifoliola,,,,Bull. Soc. Bot. France 54(8): 10 1907,Accepted,,,2012-03-23,2012-03-23,http://www.theplantlist.org/tpl1.1/record/kew-2334999,,FALSE,,,
