ID,Submitted_Name,Order,Family,Genus,Species,Infrasp,Infraspecies,Authors,Status,LCVP_Accepted_Taxon,PL_Comparison,PL_Alternative,Score,Insertion,Deletion,Substitution
2118,Persea coerulea,Laurales,Lauraceae,Persea,caerulea,species, ,(Ruiz & Pav.) Mez,accepted,Persea caerulea (Ruiz & Pav.) Mez,identical,,misspelling: Epithet,0,0,1
2119,Persea schiedeana,Laurales,Lauraceae,Persea,schiedeana,species, ,Nees,accepted,Persea schiedeana Nees,identical,,matched,0,0,0
2120,Persea vesticula,Laurales,Lauraceae,Persea,vesticula,species, ,Standl. & Steyerm.,accepted,Persea vesticula Standl. & Steyerm.,identical,,matched,0,0,0
2121,Perymenium grandis,Asterales,Asteraceae,Perymenium,grande,species, ,Hemsl.,accepted,Perymenium grande Hemsl.,identical,,misspelling: Epithet,1,0,1
2122,Perymenium strigillosum,Asterales,Asteraceae,Perymenium,strigillosum,species, ,(B.L.Rob. & Greenm.) Greenm.,synonym,Perymenium grande Hemsl.,identical,,matched,0,0,0
2123,Perymenium tuerkheimii,Asterales,Asteraceae,Perymenium,tuerckheimii,species, ,Klatt,synonym,Perymenium grande Hemsl.,identical,,misspelling: Epithet,0,1,0
2123,Perymenium tuerkheimii,Asterales,Asteraceae,Perymenium,tuerckheimii,species, ,Vatke,synonym,Perymenium grande Hemsl.,unresolved,,misspelling: Epithet,0,1,0
2124,Peschiera arborea,Gentianales,Apocynaceae,Peschiera,arborea,species, ,(Rose ex Donn.Sm.) Markgr.,synonym,Tabernaemontana arborea Rose ex Donn.Sm.,identical,,matched,0,0,0
2125,Petersianthus macrocarpus,Ericales,Lecythidaceae,Petersianthus,macrocarpus,species, ,(P.Beauv.) Liben,accepted,Petersianthus macrocarpus (P.Beauv.) Liben,identical,,matched,0,0,0
2126,Petrea volubilis,Lamiales,Verbenaceae,Petrea,volubilis,species, ,L.,accepted,Petrea volubilis L.,identical,,matched,0,0,0
2127,Peucedanum sowa,Apiales,Apiaceae,Peucedanum,sowa,species, ,(Roxb. ex Fleming) Kurz,synonym,Anethum graveolens L.,identical,,matched,0,0,0
2128,Peuranthodendron ferreum,,,,,,,,,,,,Genus name not found,0,0,0
2129,Phaleria capitalata,Malvales,Thymelaeaceae,Phaleria,capitata,species, ,Jack,accepted,Phaleria capitata Jack,identical,,misspelling: Epithet,2,0,0
2130,Phaleria capitata,Malvales,Thymelaeaceae,Phaleria,capitata,species, ,Jack,accepted,Phaleria capitata Jack,identical,,matched,0,0,0
2131,Phaseolus vulgaris,Fabales,Fabaceae,Phaseolus,vulgaris,species, ,L.,accepted,Phaseolus vulgaris L.,identical,,matched,0,0,0
2132,Phillyrea media,Lamiales,Oleaceae,Phillyrea,media,species, ,L.,synonym,Phillyrea latifolia L.,identical,,matched,0,0,0
2133,Phisidra pisicola,,,,,,,,,,,,Genus name not found,0,0,0
2134,Phoebe amplifolia,Laurales,Lauraceae,Phoebe,amplifolia,species, ,Mez & Donn.Sm.,synonym,Ocotea amplifolia (Mez & Donn.Sm.) VanDerWerff,identical,,matched,0,0,0
2135,Phoebe mexicana,Laurales,Lauraceae,Phoebe,mexicana,species, ,Meisn.,synonym,Aiouea montana (Sw.) R.Rohde,other synonym,Cinnamomum triplinerve (Ruiz & Pav.) Kosterm.,matched,0,0,0
2136,Phoebe sterculioides,Laurales,Lauraceae,Phoebe,sterculioides,species, ,(Elmer) Merr.,accepted,Phoebe sterculioides (Elmer) Merr.,identical,,matched,0,0,0
2137,Phoebe sterculoides,Laurales,Lauraceae,Phoebe,sterculioides,species, ,(Elmer) Merr.,accepted,Phoebe sterculioides (Elmer) Merr.,identical,,misspelling: Epithet,0,1,0
2138,Phoenix dactylifera,Arecales,Arecaceae,Phoenix,dactylifera,species, ,L.,accepted,Phoenix dactylifera L.,identical,,matched,0,0,0
2139,Phoenix reclinata,Arecales,Arecaceae,Phoenix,reclinata,species, ,Jacq.,accepted,Phoenix reclinata Jacq.,identical,,matched,0,0,0
2140,Phoenix spinosa,Arecales,Arecaceae,Phoenix,spinosa,species, ,Schumach. & Thonn.,synonym,Phoenix reclinata Jacq.,identical,,matched,0,0,0
2141,Phoenix sylvestris,Arecales,Arecaceae,Phoenix,sylvestris,species, ,(L.) Roxb.,accepted,Phoenix sylvestris (L.) Roxb.,identical,,matched,0,0,0
2142,Phragmites karka,Poales,Poaceae,Phragmites,karka,species, ,(Retz.) Trin. ex Steud.,accepted,Phragmites karka (Retz.) Trin. ex Steud.,identical,,matched,0,0,0
2143,Phyllanthus acidus,Malpighiales,Phyllanthaceae,Phyllanthus,acidus,species, ,(L.) Skeels,accepted,Phyllanthus acidus (L.) Skeels,identical,,matched,0,0,0
2144,Phyllanthus discoideus,Malpighiales,Phyllanthaceae,Phyllanthus,discoideus,species, ,(Baill.) Müll.Arg.,synonym,Margaritaria discoidea (Baill.) G.L.Webster,identical,,matched,0,0,0
2145,Phyllanthus embelica,Malpighiales,Phyllanthaceae,Phyllanthus,emblica,species, ,L.,accepted,Phyllanthus emblica L.,identical,,misspelling: Epithet,1,0,0
2146,Phyllanthus emblica,Malpighiales,Phyllanthaceae,Phyllanthus,emblica,species, ,L.,accepted,Phyllanthus emblica L.,identical,,matched,0,0,0
2147,Phyllanthus lamprophyllus,Malpighiales,Phyllanthaceae,Phyllanthus,lamprophyllus,species, ,Müll.Arg.,accepted,Phyllanthus lamprophyllus Müll.Arg.,identical,,matched,0,0,0
2148,Phyllanthus mollis,Malpighiales,Phyllanthaceae,Phyllanthus,mollis,species, ,(Blume) Müll.Arg.,accepted,Phyllanthus mollis (Blume) Müll.Arg.,synonym,Glochidion molle Blume,matched,0,0,0
2149,Phyllanthus muellerianus,Malpighiales,Phyllanthaceae,Phyllanthus,muellerianus,species, ,(Kuntze) Exell,accepted,Phyllanthus muellerianus (Kuntze) Exell,identical,,matched,0,0,0
2150,Phyllanthus nobilis,Malpighiales,Phyllanthaceae,Phyllanthus,nobilis,species, ,(L.f.) Müll.Arg.,synonym,Margaritaria nobilis L.f.,identical,,matched,0,0,0
2151,Phyllocomus lemaireanus,,,,,,,,,,,,Genus name not found,0,0,0
2152,Phyllostylon brasiliensis,Rosales,Ulmaceae,Phyllostylon,brasiliensis,species, ,Capan. ex Benth. & Hook.f.,synonym,Phyllostylon brasiliense Capan. ex Benth. & Hook.f.,other synonym,Phyllostylon rhamnoides (J.Poiss.) Taub.,matched,0,0,0
2153,Picea schrenkiana,Pinales,Pinaceae,Picea,schrenkiana,species, ,Fisch. & C.A.Mey.,accepted,Picea schrenkiana Fisch. & C.A.Mey.,identical,,matched,0,0,0
2154,Picralima nitida,Gentianales,Apocynaceae,Picralima,nitida,species, ,(Stapf) T.Durand & H.Durand,accepted,Picralima nitida (Stapf) T.Durand & H.Durand,identical,,matched,0,0,0
2155,Piliostigima thonningii,,,,,,,,,,,,Genus name not found,0,0,0
2156,Piliostigma malabaricum,Fabales,Fabaceae,Piliostigma,malabaricum,species, ,(Roxb.) Benth.,synonym,Bauhinia malabarica Roxb.,synonym,,matched,0,0,0
2157,Piliostigma reticulatum,Fabales,Fabaceae,Piliostigma,reticulatum,species, ,(DC.) Hochst.,synonym,Bauhinia reticulata DC.,identical,,matched,0,0,0
2158,Piliostigma thonningii,Fabales,Fabaceae,Piliostigma,thonningii,species, ,(K.Schum.) Milne-Redh.,synonym,Bauhinia thonningii Schumach.,different authors,Bauhinia thonningii Schum.,matched,0,0,0
2159,Pimenta dioica,Myrtales,Myrtaceae,Pimenta,dioica,species, ,(L.) Merr.,accepted,Pimenta dioica (L.) Merr.,identical,,matched,0,0,0
2160,Pinanga copelandii,Arecales,Arecaceae,Pinanga,copelandii,species, ,Becc.,accepted,Pinanga copelandii Becc.,identical,,matched,0,0,0
2161,Pinus ayacahuite,Pinales,Pinaceae,Pinus,ayacahuite,species, ,Ehrenb. ex Schltdl.,accepted,Pinus ayacahuite Ehrenb. ex Schltdl.,identical,,matched,0,0,0
2162,Pinus brutia,Pinales,Pinaceae,Pinus,brutia,species, ,Ten.,accepted,Pinus brutia Ten.,identical,,matched,0,0,0
2163,Pinus canariensis,Pinales,Pinaceae,Pinus,canariensis,species, ,C.Sm.,accepted,Pinus canariensis C.Sm.,identical,,matched,0,0,0
2164,Pinus caribaea,Pinales,Pinaceae,Pinus,caribaea,species, ,Morelet,accepted,Pinus caribaea Morelet,identical,,matched,0,0,0
2165,Pinus caribaea var. hond,Pinales,Pinaceae,Pinus,caribaea,subsp.,hondurensis,(Sénécl.) Silba,synonym,Pinus caribaea Morelet,identical,,misspelling: Infrasp.,0,7,0
2165,Pinus caribaea var. hond,Pinales,Pinaceae,Pinus,caribaea,var.,hondurensis,(Sénécl.) W.H.Barrett & Golfari,accepted,Pinus caribaea var. hondurensis (Sénécl.) W.H.Barrett & Golfari,identical,,misspelling: Infrasp.,0,7,0
2166,Pinus caribaea var. hondurensis,Pinales,Pinaceae,Pinus,caribaea,subsp.,hondurensis,(Sénécl.) Silba,synonym,Pinus caribaea Morelet,identical,,matched,0,0,0
2166,Pinus caribaea var. hondurensis,Pinales,Pinaceae,Pinus,caribaea,var.,hondurensis,(Sénécl.) W.H.Barrett & Golfari,accepted,Pinus caribaea var. hondurensis (Sénécl.) W.H.Barrett & Golfari,identical,,matched,0,0,0
2167,Pinus halepensis,Pinales,Pinaceae,Pinus,halepensis,species, ,Mill.,accepted,Pinus halepensis Mill.,identical,,matched,0,0,0
2168,Pinus hartwegii,Pinales,Pinaceae,Pinus,hartwegii,species, ,Lindl.,accepted,Pinus hartwegii Lindl.,identical,,matched,0,0,0
2169,Pinus kesiya,Pinales,Pinaceae,Pinus,kesiya,species, ,Royle ex Godr.,accepted,Pinus kesiya Royle ex Godr.,identical,,matched,0,0,0
2170,Pinus maximinoi,Pinales,Pinaceae,Pinus,maximinoi,species, ,H.E.Moore,accepted,Pinus maximinoi H.E.Moore,identical,,matched,0,0,0
2171,Pinus maximinoii,Pinales,Pinaceae,Pinus,maximinoi,species, ,H.E.Moore,accepted,Pinus maximinoi H.E.Moore,identical,,misspelling: Epithet,1,0,0
2172,Pinus merkusii,Pinales,Pinaceae,Pinus,merkusii,species, ,Jungh. & DeVriese,accepted,Pinus merkusii Jungh. & DeVriese,identical,,matched,0,0,0
2173,Pinus montezumae,Pinales,Pinaceae,Pinus,montezumae,species, ,Lamb.,accepted,Pinus montezumae Lamb.,identical,,matched,0,0,0
2174,Pinus oocarpa,Pinales,Pinaceae,Pinus,oocarpa,species, ,Schiede,accepted,Pinus oocarpa Schiede,identical,,matched,0,0,0
2175,Pinus patula,Pinales,Pinaceae,Pinus,patula,species, ,Schiede ex Cham. & Schltdl.,accepted,Pinus patula Schiede ex Cham. & Schltdl.,identical,,matched,0,0,0
2176,Pinus pinea,Pinales,Pinaceae,Pinus,pinea,species, ,L.,accepted,Pinus pinea L.,identical,,matched,0,0,0
2177,Pinus pseudostrobus,Pinales,Pinaceae,Pinus,pseudostrobus,species, ,Lindl.,accepted,Pinus pseudostrobus Lindl.,identical,,matched,0,0,0
2178,Pinus rudis,Pinales,Pinaceae,Pinus,rudis,species, ,Endl.,synonym,Pinus hartwegii Lindl.,identical,,matched,0,0,0
2178,Pinus rudis,Pinales,Pinaceae,Pinus,rudis,species, ,Roezl ex Godr.,synonym,Pinus hartwegii Lindl.,missing,,matched,0,0,0
2179,Pinus sylvestris,Pinales,Pinaceae,Pinus,sylvestris,species, ,L.,accepted,Pinus sylvestris L.,identical,,matched,0,0,0
2180,Pinus tecunumanii,Pinales,Pinaceae,Pinus,tecunumanii,species, ,F.Schwerdtf. ex Eguiluz & J.P.Perry,accepted,Pinus tecunumanii F.Schwerdtf. ex Eguiluz & J.P.Perry,identical,,matched,0,0,0
2181,Pinus tenuifolia,Pinales,Pinaceae,Pinus,tenuifolia,species, ,Benth.,synonym,Pinus maximinoi H.E.Moore,identical,,matched,0,0,0
2181,Pinus tenuifolia,Pinales,Pinaceae,Pinus,tenuifolia,species, ,Salisb.,synonym,Pinus strobus L.,identical,,matched,0,0,0
2182,Pinus teocote,Pinales,Pinaceae,Pinus,teocote,species, ,Schied. ex Cham. & Schltdl.,accepted,Pinus teocote Schied. ex Cham. & Schltdl.,identical,,matched,0,0,0
2183,Piper aduncum,Piperales,Piperaceae,Piper,aduncum,species, ,L.,accepted,Piper aduncum L.,identical,,matched,0,0,0
2184,Piper arborescens,Piperales,Piperaceae,Piper,arborescens,species, ,Miq.,synonym,Piper bantamense Blume,missing,,matched,0,0,0
2184,Piper arborescens,Piperales,Piperaceae,Piper,arborescens,species, ,Roxb.,synonym,Piper macropiper Pennant,synonym,,matched,0,0,0
2184,Piper arborescens,Piperales,Piperaceae,Piper,arborescens,species, ,Thwaites,synonym,Piper caninum Blume,missing,,matched,0,0,0
2184,Piper arborescens,Piperales,Piperaceae,Piper,arborescens,species, ,Wall.,synonym,Piper miniatum (Miq.) Blume,missing,,matched,0,0,0
2185,Piper auritum,Piperales,Piperaceae,Piper,auritum,species, ,Kunth,accepted,Piper auritum Kunth,identical,,matched,0,0,0
2186,Piper brevicuspe,Piperales,Piperaceae,Piper,brevicuspe,species, ,(Miq.) Merr.,accepted,Piper brevicuspe (Miq.) Merr.,unresolved,,matched,0,0,0
2187,Piper variable,Piperales,Piperaceae,Piper,variabile,species, ,C.DC.,synonym,Piper schiedeanum Steud.,identical,,misspelling: Epithet,0,1,0
2188,Piptadeniastrum africanum,Fabales,Fabaceae,Piptadeniastrum,africanum,species, ,(Hook.f.) Brenan,accepted,Piptadeniastrum africanum (Hook.f.) Brenan,identical,,matched,0,0,0
2189,Pipturus arborescens,Rosales,Urticaceae,Pipturus,arborescens,species, ,(Link) C.B.Rob.,accepted,Pipturus arborescens (Link) C.B.Rob.,identical,,matched,0,0,0
2190,Pipuxleniastrum africanum,,,,,,,,,,,,Genus name not found,0,0,0
2191,Piscidia grandiflora,,,,,,,,,,,,Epithet name not found,0,0,0
2192,Piscidia grandifolia,Fabales,Fabaceae,Piscidia,grandifolia,species, ,(Donn.Sm.) I.M.Johnst.,accepted,Piscidia grandifolia (Donn.Sm.) I.M.Johnst.,identical,,matched,0,0,0
2193,Piscidia piscipula,Fabales,Fabaceae,Piscidia,piscipula,species, ,(L.) Sarg.,accepted,Piscidia piscipula (L.) Sarg.,identical,,matched,0,0,0
2194,Pisonia aculeata,Caryophyllales,Nyctaginaceae,Pisonia,aculeata,species, ,L.,accepted,Pisonia aculeata L.,identical,,matched,0,0,0
2195,Pisonia macranthocarpa,Caryophyllales,Nyctaginaceae,Pisonia,macranthocarpa,species, ,(Donn.Sm.) Donn.Sm.,accepted,Pisonia macranthocarpa (Donn.Sm.) Donn.Sm.,identical,,matched,0,0,0
2196,Pisonia umbellifera,Caryophyllales,Nyctaginaceae,Pisonia,umbellifera,species, ,(J.R.Forst. & G.Forst.) Seem.,accepted,Pisonia umbellifera (J.R.Forst. & G.Forst.) Seem.,identical,,matched,0,0,0
2197,Pisonia umbellifora,Caryophyllales,Nyctaginaceae,Pisonia,umbellifera,species, ,(J.R.Forst. & G.Forst.) Seem.,accepted,Pisonia umbellifera (J.R.Forst. & G.Forst.) Seem.,identical,,misspelling: Epithet,0,0,1
2198,Pistacia chinensis,Sapindales,Anacardiaceae,Pistacia,chinensis,species, ,Bunge,accepted,Pistacia chinensis Bunge,identical,,matched,0,0,0
2199,Pistacia terebintus subsp. palaestina,Sapindales,Anacardiaceae,Pistacia,terebinthus,subsp.,palaestina,(Boiss.) Engl.,synonym,Pistacia terebinthus L.,missing,,misspelling: Epithet,0,1,0
2199,Pistacia terebintus subsp. palaestina,Sapindales,Anacardiaceae,Pistacia,terebinthus,var.,palaestina,(Bon.) Engl.,synonym,Pistacia terebinthus L.,missing,,misspelling: Epithet,0,1,0
2200,Pistacia vera,Sapindales,Anacardiaceae,Pistacia,vera,species, ,L.,accepted,Pistacia vera L.,identical,,matched,0,0,0
2201,Pistia stratoites,Alismatales,Araceae,Pistia,stratiotes,species, ,L.,accepted,Pistia stratiotes L.,identical,,misspelling: Epithet,1,1,0
2202,Pithecellobium arboreum,Fabales,Fabaceae,Pithecellobium,arboreum,species, ,(L.) Urb.,synonym,Cojoba arborea (L.) Britton & Rose,identical,,matched,0,0,0
2203,Pithecellobium dulce,Fabales,Fabaceae,Pithecellobium,dulce,species, ,(Roxb.) Benth.,accepted,Pithecellobium dulce (Roxb.) Benth.,identical,,matched,0,0,0
2204,Pithecellobium leucospermum,Fabales,Fabaceae,Pithecellobium,leucospermum,species, ,Brandegee,synonym,Chloroleucon mangense (Jacq.) Britton & Rose,identical,,matched,0,0,0
2205,Pithecellobium longifolium,Fabales,Fabaceae,Pithecellobium,longifolium,species, ,(Willd.) Standl.,synonym,Zygia longifolia (Willd.) Britton & Rose,identical,,matched,0,0,0
2206,Pithecellobium macradenium,Fabales,Fabaceae,Pithecellobium,macradenium,species, ,Pittier,synonym,Abarema macradenia (Pittier) Barneby & J.W.Grimes,identical,,matched,0,0,0
2207,Pithecellobium oblongum,Fabales,Fabaceae,Pithecellobium,oblongum,species, ,Benth.,accepted,Pithecellobium oblongum Benth.,identical,,matched,0,0,0
2208,Pithecellobium pseudotam,Fabales,Fabaceae,Pithecellobium,pseudotamarindus,species, ,(Britton) Standl.,synonym,Abarema idiopoda (S.F.Blake) Barneby & J.W.Grimes,identical,,misspelling: Epithet,0,7,0
2208,Pithecellobium pseudotam,Fabales,Fabaceae,Pithecellobium,pseudotamarindus,species, ,Standl.,synonym,Abarema idiopoda (S.F.Blake) Barneby & J.W.Grimes,identical,,misspelling: Epithet,0,7,0
2209,Pithecellobium saman,Fabales,Fabaceae,Pithecellobium,saman,species, ,(Jacq.) Benth.,synonym,Albizia saman (Jacq.) Merr.,identical,,matched,0,0,0
2210,Pithecolobium arboreum,Fabales,Fabaceae,Pithecolobium,arboreum,species, ,(L.) Urb.,synonym,Cojoba arborea (L.) Britton & Rose,identical,,matched,0,0,0
2211,Pithecolobium dulce,Fabales,Fabaceae,Pithecellobium,dulce,species, ,(Roxb.) Benth.,accepted,Pithecellobium dulce (Roxb.) Benth.,identical,,matched,0,0,0
2212,Pithecolobium longifolium,Fabales,Fabaceae,Pithecolobium,longifolium,species, ,(Willd.) Standl.,synonym,Zygia longifolia (Willd.) Britton & Rose,identical,,matched,0,0,0
2213,Pithecolobium tonduzii,Fabales,Fabaceae,Pithecolobium,tonduzii,species, ,(Britton & Rose) Standl.,synonym,Cojoba arborea (L.) Britton & Rose,identical,,matched,0,0,0
2214,Pithecolobium zollerianum,Fabales,Fabaceae,Pithecolobium,zollerianum,species, ,Standl. & Steyerm.,synonym,Abarema zolleriana (Standl. & Steyerm.) Barneby & J.W.Grimes,identical,,matched,0,0,0
2215,Pittospermum pentandrum,,,,,,,,,,,,Genus name not found,0,0,0
2216,Pittosporum ramosii,Apiales,Pittosporaceae,Pittosporum,ramosii,species, ,Merr.,accepted,Pittosporum ramosii Merr.,unresolved,,matched,0,0,0
2217,Plagiosiphon emarginatus,Fabales,Fabaceae,Plagiosiphon,emarginatus,species, ,(Hutch. & Dalziel) J.Léonard,accepted,Plagiosiphon emarginatus (Hutch. & Dalziel) J.Léonard,identical,,matched,0,0,0
2218,Plagiosiphon gabonensis,Fabales,Fabaceae,Plagiosiphon,gabonensis,species, ,(A.Chev.) J.Léonard,accepted,Plagiosiphon gabonensis (A.Chev.) J.Léonard,identical,,matched,0,0,0
2219,Plagiosiphon longitubus,Fabales,Fabaceae,Plagiosiphon,longitubus,species, ,(Harms) J.Léonard,accepted,Plagiosiphon longitubus (Harms) J.Léonard,identical,,matched,0,0,0
2220,Plagiosiphon multijugus,Fabales,Fabaceae,Plagiosiphon,multijugus,species, ,(Harms) J.Léonard,accepted,Plagiosiphon multijugus (Harms) J.Léonard,identical,,matched,0,0,0
2221,Plagiostyles africana,Malpighiales,Euphorbiaceae,Plagiostyles,africana,species, ,(Müll.Arg.) Prain,accepted,Plagiostyles africana (Müll.Arg.) Prain,identical,,matched,0,0,0
2222,Planchonia spectabilis,Ericales,Lecythidaceae,Planchonia,spectabilis,species, ,Merr.,accepted,Planchonia spectabilis Merr.,identical,,matched,0,0,0
2223,Plaquium cuprifolium,,,,,,,,,,,,Genus name not found,0,0,0
2224,Platanus orientalis,Proteales,Platanaceae,Platanus,orientalis,species, ,L.,accepted,Platanus orientalis L.,identical,,matched,0,0,0
2225,Platymiscium dimorphandru,Fabales,Fabaceae,Platymiscium,dimorphandrum,species, ,Donn.Sm.,accepted,Platymiscium dimorphandrum Donn.Sm.,identical,,misspelling: Epithet,0,1,0
2226,Platymiscium dimorphandrum,Fabales,Fabaceae,Platymiscium,dimorphandrum,species, ,Donn.Sm.,accepted,Platymiscium dimorphandrum Donn.Sm.,identical,,matched,0,0,0
2227,Platymiscium pinnatum,Fabales,Fabaceae,Platymiscium,pinnatum,species, ,(Jacq.) Dugand,accepted,Platymiscium pinnatum (Jacq.) Dugand,identical,,matched,0,0,0
2228,Platymiscium pleiostachyu,Fabales,Fabaceae,Platymiscium,pleiostachyum,species, ,Donn.Sm.,accepted,Platymiscium pleiostachyum Donn.Sm.,identical,,misspelling: Epithet,0,1,0
2229,Platymiscium pleiostachyum,Fabales,Fabaceae,Platymiscium,pleiostachyum,species, ,Donn.Sm.,accepted,Platymiscium pleiostachyum Donn.Sm.,identical,,matched,0,0,0
2230,Platymiscium polystachyum,Fabales,Fabaceae,Platymiscium,polystachyum,species, ,Benth.,synonym,Platymiscium pinnatum (Jacq.) Dugand,identical,,matched,0,0,0
2230,Platymiscium polystachyum,Fabales,Fabaceae,Platymiscium,polystachyum,species, ,Benth. ex Seem.,synonym,Platymiscium pinnatum (Jacq.) Dugand,identical,,matched,0,0,0
2231,Platymiscium yucatanum,Fabales,Fabaceae,Platymiscium,yucatanum,species, ,Standl.,accepted,Platymiscium yucatanum Standl.,identical,,matched,0,0,0
2232,Pleuranthodendron mexicana,Malpighiales,Salicaceae,Pleuranthodendron,mexicana,species, ,(A.Gray) L.O.Williams,unresolved,unresolved,identical,,matched,0,0,0
2233,Plocosperma buxifolium,Lamiales,Plocospermataceae,Plocosperma,buxifolium,species, ,Benth.,accepted,Plocosperma buxifolium Benth.,identical,,matched,0,0,0
2234,Plumbago auriculata,Caryophyllales,Plumbaginaceae,Plumbago,auriculata,species, ,Lam.,accepted,Plumbago auriculata Lam.,identical,,matched,0,0,0
2235,Plumeria obtusa,Gentianales,Apocynaceae,Plumeria,obtusa,species, ,L.,accepted,Plumeria obtusa L.,identical,,matched,0,0,0
2236,Plumeria rubra,Gentianales,Apocynaceae,Plumeria,rubra,species, ,L.,accepted,Plumeria rubra L.,identical,,matched,0,0,0
2237,Podocarpus guatemalensis,Pinales,Podocarpaceae,Podocarpus,guatemalensis,species, ,Standl.,accepted,Podocarpus guatemalensis Standl.,identical,,matched,0,0,0
2238,Podocarpus imbricatus,Pinales,Podocarpaceae,Podocarpus,imbricatus,species, ,Blume,synonym,Dacrycarpus imbricatus (Blume) DeLaub.,identical,,matched,0,0,0
2238,Podocarpus imbricatus,Pinales,Podocarpaceae,Podocarpus,imbricatus,species, ,Gibbs,synonym,Dacrycarpus kinabaluensis (Wasscher) DeLaub.,missing,,matched,0,0,0
2239,Podocarpus milanjianus,Pinales,Podocarpaceae,Podocarpus,milanjianus,species, ,Rendle,accepted,Podocarpus milanjianus Rendle,identical,,matched,0,0,0
2240,Podocarpus oleifolius,Pinales,Podocarpaceae,Podocarpus,oleifolius,species, ,D.Don,accepted,Podocarpus oleifolius D.Don,identical,,matched,0,0,0
2241,Podocarpus rumphii,Pinales,Podocarpaceae,Podocarpus,rumphii,species, ,Blume,accepted,Podocarpus rumphii Blume,identical,,matched,0,0,0
2242,Poeppigia procera,Fabales,Fabaceae,Poeppigia,procera,species, ,(Poepp. ex Spreng.) C.Presl,accepted,Poeppigia procera (Poepp. ex Spreng.) C.Presl,synonym,accepted,matched,0,0,0
2243,Poga oleosa,Cucurbitales,Anisophylleaceae,Poga,oleosa,species, ,Pierre,accepted,Poga oleosa Pierre,missing,,matched,0,0,0
2244,Polyalthia longifolia,Magnoliales,Annonaceae,Polyalthia,longifolia,species, ,(Sonn.) Thwaites,synonym,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,synonym,,matched,0,0,0
2244,Polyalthia longifolia,Magnoliales,Annonaceae,Polyalthia,longifolia,species, ,Benth. & Hook.f.,unresolved,unresolved,identical,,matched,0,0,0
2245,Polyalthia oblongifolia,Magnoliales,Annonaceae,Polyalthia,oblongifolia,species, ,Burck,synonym,Monoon polycarpum (Burck) B.Xue & R.M.K.Saunders,unresolved,,matched,0,0,0
2245,Polyalthia oblongifolia,Magnoliales,Annonaceae,Polyalthia,oblongifolia,species, ,C.B.Rob.,synonym,Monoon oblongifolium (C.B.Rob.) B.Xue & R.M.K.Saunders,unresolved,,matched,0,0,0
2246,Polyalthia suaveolens,Magnoliales,Annonaceae,Polyalthia,suaveolens,species, ,Engl. & Diels,synonym,Greenwayodendron suaveolens (Engl. & Diels) Verdc.,identical,,matched,0,0,0
2247,Polyalthia suaveolens var. gabonica,Magnoliales,Annonaceae,Polyalthia,suaveolens,var.,gabonica,Pellegr. ex LeThomas,synonym,Greenwayodendron suaveolens (Engl. & Diels) Verdc.,identical,,matched,0,0,0
2248,Polyalthia suaveolens var. suaveolens,Magnoliales,Annonaceae,Polyalthia,suaveolens,species, ,Engl. & Diels,synonym,Greenwayodendron suaveolens (Engl. & Diels) Verdc.,identical,,Infrasp. name not found,0,0,0
2248,Polyalthia suaveolens var. suaveolens,Magnoliales,Annonaceae,Polyalthia,suaveolens,var.,gabonica,Pellegr. ex LeThomas,synonym,Greenwayodendron suaveolens (Engl. & Diels) Verdc.,identical,,Infrasp. name not found,0,0,0
2249,Polyathia elmeri,,,,,,,,,,,,Genus name not found,0,0,0
2250,Polygonum hidropiperoides,Caryophyllales,Polygonaceae,Polygonum,hydropiperoides,species, ,Michx.,synonym,Persicaria hydropiperoides (Michx.) Small,identical,,misspelling: Epithet,0,0,1
2251,Polyscias fulva,Apiales,Araliaceae,Polyscias,fulva,species, ,(Hiern) Harms,accepted,Polyscias fulva (Hiern) Harms,identical,,matched,0,0,0
2252,Polyscias nodosa,Apiales,Araliaceae,Polyscias,nodosa,species, ,(Blume) Seem.,accepted,Polyscias nodosa (Blume) Seem.,identical,,matched,0,0,0
2253,Pometia pinnata,Sapindales,Sapindaceae,Pometia,pinnata,species, ,J.R.Forst. & G.Forst.,accepted,Pometia pinnata J.R.Forst. & G.Forst.,synonym,Allophylus cobbe (L.) Raeusch.,matched,0,0,0
2254,Pometia tomentosa,Sapindales,Sapindaceae,Pometia,tomentosa,species, ,(Blume) Kurz,synonym,Pometia pinnata J.R.Forst. & G.Forst.,missing,,matched,0,0,0
2254,Pometia tomentosa,Sapindales,Sapindaceae,Pometia,tomentosa,species, ,(Blume) Teijsm. & Binn.,synonym,Pometia pinnata J.R.Forst. & G.Forst.,other synonym,Allophylus cobbe (L.) Raeusch.,matched,0,0,0
2255,Pongamia pinnata,Fabales,Fabaceae,Pongamia,pinnata,species, ,(L.) Pierre,accepted,Pongamia pinnata (L.) Pierre,identical,,matched,0,0,0
2256,Populus alba,Malpighiales,Salicaceae,Populus,alba,species, ,L.,accepted,Populus alba L.,identical,,matched,0,0,0
2257,Populus nigra,Malpighiales,Salicaceae,Populus,nigra,species, ,L.,accepted,Populus nigra L.,identical,,matched,0,0,0
2258,Populus tremulla,Malpighiales,Salicaceae,Populus,tremula,species, ,L.,accepted,Populus tremula L.,identical,,misspelling: Epithet,1,0,0
